7.172483989991093, -0.0563322368421062
23.239323126510868, -0.0563322368421062
39.30616226303066, -0.0563322368421062
55.373001399550446, -0.0563322368421062
71.43984053607022, -0.0563322368421062
87.50667967259, -0.0563322368421062
103.57351880910977, -0.0563322368421062
119.64035794562957, -0.0563322368421062
505.2444972221043, -0.0563322368421062
521.3113363586241, -0.0563322368421062
537.3781754951439, -0.0563322368421062
553.4450146316638, -0.0563322368421062
569.5118537681835, -0.0563322368421062
585.5786929047033, -0.0563322368421062
601.6455320412231, -0.0701255980861255
617.7123711777429, -0.12529904306220274
633.7792103142626, -0.1298968301435437
649.8460494507824, -0.19426584928229929
662.5047711947071, -0.19120065789473628
680.5191059841384, -0.20805921052631504
702.4284320793926, -0.20805921052631504
131.42626913779208, -0.0390625
474.9395648670427, 0.0390625
490.1692183722804, 0
200.24174053182915, 1.484375
211.52296535052372, 1.6796875
224.4963738920225, 2.2265625
236.90572119258658, 2.5390625
245.36663980660754, 2.96875
256.08380338436734, 3.4765625
262.85253827558415, 3.8671875
274.69782433521345, 4.140625
286.54311039484276, 4.4140625
296.13215149073324, 4.5703125
307.4133763094278, 4.7265625
322.0789685737308, 4.6875
331.66800966962114, 4.5703125
342.3851732473811, 4.3359375
354.7945205479451, 4.0234375
360.9991941982272, 3.59375
370.02417405318283, 3.203125
384.6897663174858, 2.5390625
397.09911361804984, 1.953125
409.5084609186139, 1.5234375
419.6615632554391, 1.171875
435.45527800161153, 0.6640625
446.1724415793715, 0.234375
460.2739726027396, 0
187.26833199033032, 1.0546875
174.29492344883155, 0.625
167.5261885576148, 0.46875
154.552780016116, 0.1953125
143.83561643835614, 0.0390625
